id,name,org,zipcode
"6026","Collegiate 100","100 Black Men of San Antonio, Inc","78210"
"9943","IT Apprenticeships","100 Black Men of San Antonio, Inc","78210"
"8076","Volunteer Opportunities","100 Black Men of San Antonio, Inc","78210"
"6024","YouthBuild San Antonio","100 Black Men of San Antonio, Inc","78210"
"2763","Educational Advocacy","101 Advocacy","78259"
"19850","Mobility Solutions","101 Mobility","78249"
"14404","The Inn at Los Patios","12 Oaks Senior Living","78217"
"13225","Donate to Defend","1HOPE for Kids",
"13224","Engage","1HOPE for Kids","78230"
"13223","Foster Care","1HOPE for Kids","78230"
"17103","Foster Care - New Braunfels","1HOPE for Kids","78130"
"19814","New Braunfels Foster Closet","1HOPE for Kids","78130"
"7082","Spiritual Services","1st Church of San Antonio - IAFCJ","78228"
"16619","Mantee Fathers","21st Century Dads",
"16620","MasterMind Group","21st Century Dads",
"16618","Mentor Fathers","21st Century Dads",
"19571","CPR Classes","24 Hr CPR Certification San Antonio","78240"
"19723","Food Pantry","247 Church","78247"
"7797","Spiritual Services","247 Church","78247"
"19736","Trinity Preschool and Daycare","247 Church","78247"
"9647","311 City Call Center","311 City Info and Help",
"9648","City Services FAQs & Info","311 City Info and Help",
"9649","City Services Online Request","311 City Info and Help",
"14591","Report Hoarding","311 City Info and Help",
"4469","Spiritual Services","360' Outreach Center","78210"
"14774","Eye Care at 4i's Optical","4i's Optical","79830"
"13559","Pre- and Post-operative Vision Care","4i's Optical","79830"
"18541","Join a Community - Free Chat","7 Cups",
"18542","Online Therapy and Coaching","7 Cups",
"19050","Customized Therapy for Children","A Balanced Child","78247"
"19051","Our Services - Valley","A Balanced Child","78501"
"7015","Baby Supplies & Resources","A Brighter Day","78201"
"18866","Our Program & Goals","A Child's Place Learning Center","78028"
"12208","How to Adopt","A Doggie 4 You","78063"
"12209","Volunteer Opportunities","A Doggie 4 You","78063"
"8211","Counseling Services","A New Day Pediatric Psychology, PLLC","78232"
"66","Any Generation","A New Life for a New Generation","78237"
"69","Counseling Services","A New Life for a New Generation","78237"
"67","Generation Success","A New Life for a New Generation","78237"
"8077","Volunteer and Support Opportunities","A New Life for a New Generation","78237"
"16368","We Care","A New Life for a New Generation","78237"
"68","Wisdom Generation","A New Life for a New Generation","78237"
"16154","Couples and Family Counseling","A New Start Counseling Services","78216"
"16156","DBQ Veteran Re-Evaluations","A New Start Counseling Services","78216"
"16153","Individual Counseling","A New Start Counseling Services","78216"
"6649","A Place for Kids","A Place for Kids Christian Learning Center","78238"
"17223","Occupational Therapy Services","A Plus Rehab","78229"
"17224","Physical Therapy Services","A Plus Rehab","78229"
"17220","Speech Therapy","A Plus Rehab","78229"
"12922","Addiction and Recovery Support","A Recovery Place","78217"
"12923","Community Service Hours","A Recovery Place","78217"
"12924","Host your Next Meeting at ARP","A Recovery Place","78217"
"12927","We Need Your Support","A Recovery Place","78217"
"20308","Alcohol or Drug Evaluation","A Second Chance","78207"
"20306","DWI Education (1st Offense) – DWIE","A Second Chance","78207"
"20307","DWI Intervention (2+ Offenses) – DWII","A Second Chance","78207"
"20305","Victim Impact Panel","A Second Chance","78207"
"12102","Mental Health Services","A Soul Tribe for You, LLC",
"17879","A Thru Z Pediatrics Pediatric Primary Care Clinic (Mission Crossing location)","A Thru Z Pediatrics Pediatric Primary Care Clinic Medical Center","78223"
"17876","A Thru Z Pediatrics Pediatric Primary Care Clinic (Schertz location)","A Thru Z Pediatrics Pediatric Primary Care Clinic Medical Center","78154"
"17878","A Thru Z Pediatrics Pediatric Primary Care Clinic (Stone Oak location)","A Thru Z Pediatrics Pediatric Primary Care Clinic Medical Center","78259"
"17874","A Thru Z Pediatrics Pediatric Primary Care Clinic (WestOver Hills location)","A Thru Z Pediatrics Pediatric Primary Care Clinic Medical Center","78251"
"17896","A Thru Z Pediatrics Pediatric Primary Care Clinic - Medical Center Location","A Thru Z Pediatrics Pediatric Primary Care Clinic Medical Center","78229"
"11368","Champion Homes at Port Royal","A Vesta Company","78242"
"9201","Pregnancy Services at Babcock","A Woman's Haven Inc.","78229"
"11760","Pregnancy Services at San Pedro","A Woman's Haven Inc.","78212"
"19224","Conferences/Symposiums","AANE (Association for Autism and Neurodiversity)",
"19235","Free Programs/Grants","AANE (Association for Autism and Neurodiversity)",
"19225","Online Support Groups","AANE (Association for Autism and Neurodiversity)",
"18958","AARP - San Antonio","AARP","78207"
"19873","AARP Membership","AARP",
"17613","Scams and Fraud Helpline","AARP",
"15343","Senior Community Service Employment Program (SCSEP)","AARP",
"20024","Senior Planet from AARP","AARP",
"19874","Volunteer and Support AARP San Antonio","AARP",
"19875","Wish of a Lifetime®","AARP",
"19899","AARP Foundation Tax-Aide","AARP Foundation",
"20047","AARP Foundation Tax-Aide at Boerne Library","AARP Foundation","78006"
"20042","AARP Foundation Tax-Aide at Christ the King Lutheran Church","AARP Foundation","78148"
"20043","AARP Foundation Tax-Aide at Forest Hills Presbyterian Church","AARP Foundation","78023"
"20041","AARP Foundation Tax-Aide at Holy Trinity Catholic Church","AARP Foundation","78258"
"20032","AARP Foundation Tax-Aide at Kirby Senior Center","AARP Foundation","78219"
"20038","AARP Foundation Tax-Aide at Leon Valley Community Center","AARP Foundation","78238"
"20045","AARP Foundation Tax-Aide at Mammen Family Public Library","AARP Foundation","78163"
"20044","AARP Foundation Tax-Aide at McKenna Events Center","AARP Foundation","78130"
"20033","AARP Foundation Tax-Aide at Northside Learning Center","AARP Foundation","78238"
"20023","AARP Foundation Tax-Aide at Pan American Branch Library","AARP Foundation","78221"
"20048","AARP Foundation Tax-Aide at Seguin Public Library","AARP Foundation","78155"
"20050","AARP Foundation Tax-Aide at Tye Preston Memorial Library","AARP Foundation","78133"
"19882","Back to Work 50+","AARP Foundation",
"19896","Connect2Affect","AARP Foundation",
"19893","Digital Skills Ready@50+™","AARP Foundation",
"19895","Medicare Savings Assistance","AARP Foundation",
"19878","Paid4Care™ Hub","AARP Foundation",
"19897","Property Tax-Aide","AARP Foundation",
"19885","Senior Community Service Employment Program (SCSEP)","AARP Foundation","78212"
"19894","SNAP Benefits Assistance","AARP Foundation",
"19898","Student Debt Relief Assistance","AARP Foundation",
"19886","Work for Yourself@50+","AARP Foundation",
"11504","The Abbey At Dominion Crossing","Abbey Residential","78256"
"11505","The Abbey At Grande Oaks","Abbey Residential","78240"
"11506","The Abbey At Medical Center","Abbey Residential","78240"
"11507","The Abbey At Sonterra","Abbey Residential","78258"
"1004","Autism Parent Training and Community Support","ABC of Southwest Texas","78212"
"1007","Bereavement Support and Navigation Services","ABC of Southwest Texas","78212"
"1002","Care Coordination and Navigation Support","ABC of Southwest Texas","78212"
"8026","Volunteer Opportunities","ABC of Southwest Texas","78212"
"17442","Abiding Hope Christian Counseling - Boerne","Abiding Hope Institute of Christian Counseling","78006"
"8520","Counseling Services - Individual and Couples","Abiding Hope Institute of Christian Counseling","78266"
"6828","Abiding Presence Lutheran Church Day School","Abiding Presence Lutheran Church","78232"
"2419","High School Youth Group Buzz Session","Abiding Presence Lutheran Church","78232"
"6827","Spiritual Services","Abiding Presence Lutheran Church","78232"
"1061","Stephen Ministry","Abiding Presence Lutheran Church","78232"
"19303","Community Living Assistance and Support Services (CLASS)","Ability Connection","75063"
"15947","Empowering Parents to Empower their Daughters!","Ability for Life",
"15946","Online Program for Young Learners","Ability for Life",
"18349","Pediatric Therapy Services","Ability HomeCare","78230"
"17472","Get Involved","Ability Skateboarding and Action Sports","78229"
"17471","Programs and Clinics","Ability Skateboarding and Action Sports","78229"
"17047","AbilityOne Work Program","AbilityOne",
"17567","Financial Inclusion","ABLEnow",
"14073","ABODE","Abode Contemplative Care for the Dying","78217"
"9237","Education","Abode Contemplative Care for the Dying",
"9238","Volunteer Opportunities","Abode Contemplative Care for the Dying","78217"
"811","Adoption Service","Abrazo Adoption Associates","78230"
"16547","Ways to Give","Abrazo Adoption Associates","78230"
"14653","Windcrest Nursing and Rehabilitation","Abri Health Care Services","78264"
"14893","General Inpatient Care","Abundant Hospice","78232"
"14894","Hospice Care at Home","Abundant Hospice","78232"
"13510","Spiritual Services","Abundant Life Christian Fellowship","78237"
"9223","Spiritual Services - City Base","Abundant Life Church of God","78223"
"9224","Spiritual Services - Northwest","Abundant Life Church of God","78251"
"9225","Spiritual Services - Seguin","Abundant Life Church of God","78155"
"4460","Spiritual Services","Abundant Life Church of God in Christ","78220"
"15241","Home Team (Homeless Outeach)","Acacia Medical Mission","78163"
"8424","Medical Services","Acacia Medical Mission","78163"
"13419","Volunteer and Support","Acacia Medical Mission","78163"
"15239","Wellness On Wheels (WOW clinic)","Acacia Medical Mission","78070"
"7006","Nuevos Ciudadanos Citizenship Education Program & Legal Services","Academia America","78207"
"18282","Ways to Give","Academia America","78207"
"20456","Life Long Learning for 50+","Academy of Learning in Retirement (ALIR)","78217"
"19283","Community Living Assistance and Support Services (CLASS)","Acara Health Care","78229"
"19813","In-home Health Care Services","Acara Health Care","78229"
"20027","Home Health","AccentCare","78229"
"20028","Hospice and Palliative Care","AccentCare","78258"
"20026","In-Home Personal Care Services","AccentCare","78228"
"19849","Home Modification Services","AccessAbility Home Modifications","78213"
"13917","Liberty Pass","Accolade Property Management, INC","78154"
"15255","ACE Mentor Program at Anne Frank Inspire Academy","ACE Mentor Program of Greater San Antonio, Inc","78250"
"3320","ACE Mentor Program at CAST STEM High School","ACE Mentor Program of Greater San Antonio, Inc","78224"
"3330","ACE Mentor Program at Earl Warren High School","ACE Mentor Program of Greater San Antonio, Inc","78251"
"3321","ACE Mentor Program at East Central High School","ACE Mentor Program of Greater San Antonio, Inc","78263"
"3322","ACE Mentor Program at Highlands High School","ACE Mentor Program of Greater San Antonio, Inc","78210"
"20540","ACE Mentor Program at Hill Country College Preparatory","ACE Mentor Program of Greater San Antonio, Inc","78163"
"15253","ACE Mentor Program at Holmes High School","ACE Mentor Program of Greater San Antonio, Inc","78238"
"3324","ACE Mentor Program at John Jay High School","ACE Mentor Program of Greater San Antonio, Inc","78227"
"20537","ACE Mentor Program at John Paul Stevens High School","ACE Mentor Program of Greater San Antonio, Inc","78251"
"20536","ACE Mentor Program at KIPP Somos","ACE Mentor Program of Greater San Antonio, Inc","78230"
"3326","ACE Mentor Program at Ronald Reagan High School","ACE Mentor Program of Greater San Antonio, Inc","78258"
"20538","ACE Mentor Program at Roosevelt High School","ACE Mentor Program of Greater San Antonio, Inc","78218"
"5587","ACE Mentor Program at Sam Houston High School","ACE Mentor Program of Greater San Antonio, Inc","78220"
"3323","ACE Mentor Program at School of Science and Technology","ACE Mentor Program of Greater San Antonio, Inc","78233"
"8079","Volunteer Opportunities","ACE Mentor Program of Greater San Antonio, Inc",
"10611","ABA Services","ACES ABA San Antonio","78254"
"11258","Morgan Manor (fmly Oaklawn Apts)","Achieve Properties","78229"
"11059","Seven Oaks Apartments","Achieve Properties","78240"
"13007","ABC Academy","Action Behavior Centers","78253"
"13006","ABC At Home","Action Behavior Centers","78253"
"19416","Alamo Ranch - Westwood Loop - Location","Action Behavior Centers","78253"
"19412","Alamo Ranch Dugas","Action Behavior Centers","78245"
"17111","Allen, TX - Location","Action Behavior Centers","78249"
"17110","Big Country, TX - Location","Action Behavior Centers","78245"
"13005","Center-Based ABA Therapy","Action Behavior Centers","78253"
"17106","Cimarron Path, TX - Location","Action Behavior Centers","78249"
"19407","Converse - Kitty Hawk Rd","Action Behavior Centers","78109"
"17104","Far West, San Antonio, Location","Action Behavior Centers","78251"
"19410","Helotes","Action Behavior Centers","78249"
"19406","Kirby Sunrise Location","Action Behavior Centers","78244"
"19414","Leon Springs","Action Behavior Centers","78257"
"19409","Leon Valley - Braun","Action Behavior Centers","78238"
"19408","Live Oak - Gateway Place","Action Behavior Centers","78233"
"17112","North Stone Oak, TX - Location","Action Behavior Centers","78258"
"17107","Perrin Beitel, TX - Location","Action Behavior Centers","78218"
"19411","Rainbow Hills","Action Behavior Centers","78227"
"19417","Rolling Oaks Estates - Location","Action Behavior Centers","78253"
"17109","Silicon Drive, TX - Locations","Action Behavior Centers","78249"
"17105","Stone Oak, TX - Location","Action Behavior Centers","78232"
"19413","The Rogers Academy","Action Behavior Centers","78251"
"19415","Westover Hills North Oak Creek","Action Behavior Centers","78251"
"17108","Westover Hills, TX - Location","Action Behavior Centers","78251"
"16539","In Home Counseling","Active Behavioral Group","78230"
"19630","Services and Activities","ACTS Adult Day and Activity Center","78221"
"6999","ACTS Retreat","Acts Missions","78216"
"18281","Volunteer & Support Opportunties","Acts Missions","78216"
"2812","Education Program","Acts of Hope Center","78213"
"2814","Job Training","Acts of Hope Center","78213"
"8090","Voices of Hope","Acts of Hope Center","78213"
"8089","Volunteer Opportunities","Acts of Hope Center","78213"
"17591","Acts of Mercy International Foundation Class","Acts of Mercy International",
"17592","Volunteer and Support Opportunities","Acts of Mercy International","76707"
"16505","Adams Hill Ward","Adams Hill Meetinghouse of The Church of Jesus Christ of Latter-day Saints","78245"
"12863","Disaster Response","Adams Hill Meetinghouse of The Church of Jesus Christ of Latter-day Saints","78245"
"7518","Heritage Ward","Adams Hill Meetinghouse of The Church of Jesus Christ of Latter-day Saints","78245"
"7520","Valley Hi Ward","Adams Hill Meetinghouse of The Church of Jesus Christ of Latter-day Saints","78245"
"15862","Patient Resources","AdaptHealth",
"15782","Products and Services","AdaptHealth",
"19155","Pediatric Special Needs Home Health Care Services","Adaptive Health Services LLC","78209"
"18511","Education","Adaptive Training Academy (ATA)",
"18512","Training","Adaptive Training Academy (ATA)",
"14914","Villas At Bulverde","Adara Communities","78070"
"19769","Hoarding Cleanup Service","Address Our Mess, LLC","21227"
"20340","Mental Health & Targeted Case Management","Admore Group",
"1162","Adoption Services","Adoption Alliance","78216"
"13313","Get Involved","Adult and Teen Challenge of Texas","78264"
"19570","Outreach Presentations","Adult and Teen Challenge of Texas",
"10747","San Antonio Men's Campus","Adult and Teen Challenge of Texas","78264"
"10748","San Antonio Women's Campus","Adult and Teen Challenge of Texas","78264"
"7954","Behavioral Therapy","Advanced Behavioral Interventions","78216"
"12632","Hospital-to-Home Transition","Advanced Care Partners","78230"
"12626","Private-Duty Nursing","Advanced Care Partners","78230"
"12627","School Nursing","Advanced Care Partners","78230"
"12630","Services that Grow with Your Child Into Adulthood","Advanced Care Partners","78230"
"14710","Southeast Nursing & Rehabilitation Center","Advanced Healthcare Solutions","78222"
"18914","Additional Care Services - San Antonio","Advantage Care Services","78249"
"18916","Additional Services - Hill Country","Advantage Care Services","78624"
"18913","Group Homes Hill Country","Advantage Care Services","78624"
"18909","Home and Community Based Services - Hill Country","Advantage Care Services","78624"
"18908","Home and Community Based Services - San Antonio","Advantage Care Services","78249"
"18911","Individualized Skills and Socialization (ISS) - Hill Country","Advantage Care Services","78624"
"18910","Individualized Skills and Socialization (ISS) - San Antonio","Advantage Care Services","78249"
"18259","Areas of Expertise","Advocates Together Learning Consultants LLC","78216"
"8281","Couples and Family Therapy","Aeon Psychological Services","78258"
"8280","Individual and Single-Session Therapy","Aeon Psychological Services","78258"
"8279","Psychological Testing","Aeon Psychological Services","78258"
"11256","Station at Elm Creek Apartments","Affinity Property Management","78229"
"18477","Afghan Refugee Assistance","Afghans in San Antonio",
"6404","After-School Programs","After-School All-Stars San Antonio","78207"
"6406","STEM Learning","After-School All-Stars San Antonio","78207"
"8091","Volunteer Opportunities","After-School All-Stars San Antonio","78207"
"13611","Help Better Your Community","Against All Odds Rise",
"6716","Food Pantry","Agape Baptist Church","78254"
"6689","Spiritual Services","Agape Baptist Church","78254"
"10371","Mental and Behavioral Health Support","Agape Christian Church","78233"
"10370","Spiritual Services","Agape Christian Church","78233"
"19165","Community Arts and Culture","Agarita","78209"
"13265","Agave Home Health Occupational Therapy","Agave Home Health","79830"
"13264","Agave Home Health Physical Therapy","Agave Home Health","79830"
"13263","Agave Home Health Professional Skilled Nursing","Agave Home Health","79830"
"13266","Agave Home Health Speech Pathology","Agave Home Health","79830"
"19890","Five Wishes","Aging with Dignity",
"19891","Video Counseling Library","Aging with Dignity",
"17630","Agora Construction","AGORA Ministries","78207"
"17632","Agora Education LIVE","AGORA Ministries","78207"
"422","AGORA Hope Pantry","AGORA Ministries","78207"
"20344","AGORA Hope Pantry - Merida","AGORA Ministries","78207"
"429","AGORA Kids","AGORA Ministries","78207"
"430","Revolution Youth","AGORA Ministries","78207"
"8092","Volunteer Opportunities","AGORA Ministries","78207"
"19426","Deaf Awareness","Aid the Silent","78209"
"12196","Deaf Education","Aid the Silent","78209"
"19427","Deaf Ministry","Aid the Silent","78209"
"12195","Deaf Resources","Aid the Silent","78209"
"12198","Deaf Young Life","Aid the Silent","78209"
"18563","Ally Development Program (ADP)","Ainsley's Angels of America",
"18564","Chair Grant Program","Ainsley's Angels of America","23456"
"18566","Grief Resources","Ainsley's Angels of America",
"19335","Our Services - San Antonio","Air Ambulance 1",
"19338","Donate","Air Care Alliance",
"19337","Patient and Medical Transport","Air Care Alliance",
"16881","Affordable Muscle and Joint Pain Treatment","Airrosti Rehab Center, LLC","78232"
"19473","Virtual Care","Airrosti Rehab Center, LLC",
"17615","Free and Low-Cost Phones","AirTalk Wireless/HTH Communications LLC",
"10101","Alateen Family Groups Mobile App Meetings","Al-Anon Family Group Headquarters, Inc.",
"19261","Blanco AFG","Al-Anon Family Group Headquarters, Inc.","78606"
"19281","Boerne Alateen","Al-Anon Family Group Headquarters, Inc.","78006"
"7872","Boerne Hope AFG","Al-Anon Family Group Headquarters, Inc.","78006"
"7821","Booster Shot AFG","Al-Anon Family Group Headquarters, Inc.","78238"
"7868","Calming Candlelight AFG","Al-Anon Family Group Headquarters, Inc.","78238"
"7874","Canyon Lake AFG","Al-Anon Family Group Headquarters, Inc.","78133"
"7875","Canyon Lake Solutions AFG","Al-Anon Family Group Headquarters, Inc.","78133"
"7822","Cathedral Park AFG","Al-Anon Family Group Headquarters, Inc.",
"19241","Changed Attitudes AFG","Al-Anon Family Group Headquarters, Inc.","78028"
"7845","Circle of Hope AFG","Al-Anon Family Group Headquarters, Inc.","78216"
"19236","El Despertar De Mi Vida GFA","Al-Anon Family Group Headquarters, Inc.","78028"
"7844","Freedom AFG","Al-Anon Family Group Headquarters, Inc.","78216"
"7849","Gold Canyon AFG","Al-Anon Family Group Headquarters, Inc.","78232"
"7850","Happy Destiny AFG","Al-Anon Family Group Headquarters, Inc.","78213"
"7851","Happy Hour AFG","Al-Anon Family Group Headquarters, Inc.","78232"
"7876","Heart of the Matter AFG","Al-Anon Family Group Headquarters, Inc.","78009"
"10098","How It Works AFG","Al-Anon Family Group Headquarters, Inc.","78216"
"10096","Hula Hoop Women's AFG","Al-Anon Family Group Headquarters, Inc.","78216"
"19243","Ingram Dam AFG","Al-Anon Family Group Headquarters, Inc.","78025"
"838","Just for Today Alateen","Al-Anon Family Group Headquarters, Inc.","78216"
"10100","Lakehills AFG","Al-Anon Family Group Headquarters, Inc.","78063"
"7834","Monday Stag Men's AFG","Al-Anon Family Group Headquarters, Inc.","78216"
"19240","New Beginnings AFG","Al-Anon Family Group Headquarters, Inc.","78028"
"19193","New Freedom AFG","Al-Anon Family Group Headquarters, Inc.","78624"
"7841","Newcomers Tuesday Five-Thirty AFG","Al-Anon Family Group Headquarters, Inc.","78216"
"2309","North Loop Road AFG","Al-Anon Family Group Headquarters, Inc.","78216"
"7857","Northwest San Antonio AFG","Al-Anon Family Group Headquarters, Inc.","78254"
"7859","Parents AFG","Al-Anon Family Group Headquarters, Inc.","78207"
"10097","Pass It On AFG","Al-Anon Family Group Headquarters, Inc.","78154"
"7830","Recovering AFG Adult Children of Alcoholics","Al-Anon Family Group Headquarters, Inc.","78216"
"7848","Saturday 11 AM AFG","Al-Anon Family Group Headquarters, Inc.","78216"
"7847","Saturday Beginners AFG","Al-Anon Family Group Headquarters, Inc.","78216"
"7861","Saturday Big Book AFG","Al-Anon Family Group Headquarters, Inc.","78249"
"19239","Serenity AFG- Kerrville","Al-Anon Family Group Headquarters, Inc.","78028"
"7831","Serenity Now AFG","Al-Anon Family Group Headquarters, Inc.","78216"
"7836","Solo Por Hoy GFA","Al-Anon Family Group Headquarters, Inc.","78216"
"7863","Stepping Through Life AFG","Al-Anon Family Group Headquarters, Inc.","78232"
"7882","Sunrise AFG","Al-Anon Family Group Headquarters, Inc.","78070"
"7865","Sunset AFG","Al-Anon Family Group Headquarters, Inc.","78260"
"19196","Virtual Meetings","Al-Anon Family Group Headquarters, Inc.",
"7867","Wednesday 1PM AFG","Al-Anon Family Group Headquarters, Inc.","78249"
"19264","Winner Circle AFG","Al-Anon Family Group Headquarters, Inc.","78639"
"6469","Advanced Technology and Manufacturing Academy","Alamo Area Academies Inc.","78215"
"11858","Aerospace Academy","Alamo Area Academies Inc.","78215"
"11859","Diesel Technology Academy","Alamo Area Academies Inc.","78215"
"11860","Health Professions Academy","Alamo Area Academies Inc.","78215"
"11861","Information Technology & Security Academy","Alamo Area Academies Inc.","78215"
"951","Alamo and Bexar Long-Term Care Ombudsman","Alamo Area Council of Governments (AACOG)","78217"
"5580","Alamo Service Connection","Alamo Area Council of Governments (AACOG)",
"954","Alamo Veterans Network","Alamo Area Council of Governments (AACOG)","78217"
"19517","Benefits Counseling","Alamo Area Council of Governments (AACOG)","78217"
"949","Bexar Area Agencies on Aging","Alamo Area Council of Governments (AACOG)","78217"
"18213","Bexar County Aging and Disability Resource Center (ADRC)","Alamo Area Council of Governments (AACOG)","78217"
"19802","Bexar County Care Coordination for Older Adults","Alamo Area Council of Governments (AACOG)","78217"
"2642","Intellectual and Developmental Disability (IDD) Services","Alamo Area Council of Governments (AACOG)","78217"
"8095","Volunteer Opportunities","Alamo Area Council of Governments (AACOG)","78217"
"953","Warm Hearts, Warm Homes","Alamo Area Council of Governments (AACOG)","78217"
"9929","Weatherization Assistance Program","Alamo Area Council of Governments (AACOG)","78217"
"17133","Child and Adolescent Therapy","Alamo Area Counseling & Behavioral Associates","78228"
"8319","Couples and Family Therapy","Alamo Area Counseling & Behavioral Associates","78228"
"17137","Grief and Bereavement Counseling","Alamo Area Counseling & Behavioral Associates","78228"
"8317","Individual Therapy","Alamo Area Counseling & Behavioral Associates","78228"
"6947","Alamo Commutes","Alamo Area Metropolitan Planning Organization","78205"
"6948","Emergency Ride Home","Alamo Area Metropolitan Planning Organization","78205"
"16545","AARC - Donate Today","Alamo Area Resource Center (AARC)","78207"
"694","Leadership Advocacy","Alamo Area Resource Center (AARC)","78207"
"690","LGBT Health Equity Clinic","Alamo Area Resource Center (AARC)","78207"
"693","Prevention Services","Alamo Area Resource Center (AARC)","78207"
"691","Pride Community Clinic (PCC)","Alamo Area Resource Center (AARC)","78207"
"692","Social Services","Alamo Area Resource Center (AARC)","78207"
"13538","Community Outreach","Alamo Area Search and Rescue","78270"
"13539","Our Services","Alamo Area Search and Rescue","78270"
"16131","Alcohol Addiction Treatment","Alamo Behavioral Health","78239"
"16132","Drug Addiction Treatment","Alamo Behavioral Health","78239"
"20296","Dual Diagnosis Treatment","Alamo Behavioral Health","78239"
"20297","Medication-Assisted Therapy","Alamo Behavioral Health","78239"
"16133","Veteran's Drug & Alcohol Rehab Services","Alamo Behavioral Health","78239"
"8813","Court Ordered Classes","Alamo Center",
"6465","Sharon Tuch Memorial Scholarship","Alamo Chapter of the American Payroll Professionals","78280"
"6356","Spiritual Services","Alamo City Apostolic Church Inc","78250"
"19292","Arts Connect Outreach Programs","Alamo City Arts","78218"
"19293","Ways to Support","Alamo City Arts",
"6457","Spritual Services","Alamo City Church","78218"
"6324","Spiritual Services","Alamo City Church of Christ","78212"
"6306","Community Band","Alamo City Community Marching Band Inc.","78201"
"8727","Program Support & Sponsorship","Alamo City Community Marching Band Inc.","78201"
"20265","Drug & Alcohol Evaluation (SASSI-4)","Alamo City Education Services",
"20261","Drug Offender Education Program","Alamo City Education Services",
"20264","DWI Education Program","Alamo City Education Services",
"20262","DWI Intervention Program","Alamo City Education Services",
"20263","Victim Impact Panel (Online Version)","Alamo City Education Services",
"16943","Alamo City Moms Business Directory","Alamo City Moms",
"9946","Adolescent Recovery Program","Alamo City Treatment Services","78216"
"9945","Assessments","Alamo City Treatment Services","78216"
"9947","Drug & Alcohol Classes","Alamo City Treatment Services","78216"
"19670","Alamo City Urgent Care, Brook Hollow Clinic","Alamo City Urgent Care","78232"
"4929","Alamo City Urgent Care, Marbach Clinic","Alamo City Urgent Care","78227"
"19669","Alamo City Urgent Care, Rigsby Clinic","Alamo City Urgent Care","78220"
"4173","Alamo City Urgent Care, Shaenfield Clinic","Alamo City Urgent Care","78254"
"2866","Alamo Adult Education at Eastside Education Training Center","Alamo Colleges District","78219"
"17439","Alamo Adult Education at Greater Kerrville Center","Alamo Colleges District","78028"
"17438","Alamo Adult Education at Northeast Lakeview College","Alamo Colleges District","78130"
"17437","Alamo Adult Education at Southside Education Training Center","Alamo Colleges District","78221"
"2869","Alamo Adult Education at Westside Education Training Center","Alamo Colleges District","78237"
"2868","Alamo Adult Education at Workforce Center of Excellence","Alamo Colleges District","78226"
"3317","Challenger Missions at Scobee Education Center","Alamo Colleges District","78212"
"3337","English as a Second Language (ESL) at Alamo Colleges, I-BEST Program","Alamo Colleges District","78215"
"17517","Free High School Equivalency GED® Classes","Alamo Colleges District",
"15076","Loaner Laptops at Northeast Lakeview College","Alamo Colleges District","78148"
"15077","Loaner Laptops at Northwest Vista College","Alamo Colleges District","78251"
"15078","Loaner Laptops at Palo Alto College","Alamo Colleges District","78224"
"15080","Loaner Laptops at San Antonio College","Alamo Colleges District","78212"
"15079","Loaner Laptops at St Philip's College","Alamo Colleges District","78203"
"17943","Mental Health Counseling - Northwest Vista College","Alamo Colleges District","78251"
"17941","Mental Health Counseling - Palo Alto College","Alamo Colleges District","78224"
"17942","Mental Health Counseling - San Antonio College","Alamo Colleges District","78103"
"17944","Mental Health Counseling - St Philip's College","Alamo Colleges District","78203"
"14711","Mental Health Counseling Services - Northeast Lakeview College","Alamo Colleges District","78148"
"2276","Northwest Vista College (NVC) Food Pantry","Alamo Colleges District","78227"
"9141","Palo Alto College Food Pantry","Alamo Colleges District","78224"
"12334","Paying for College","Alamo Colleges District",
"3316","Planetarium Programs at Scobee Education Center","Alamo Colleges District","78212"
"9143","Pop Up Market at Northeast Lakeview College","Alamo Colleges District","78148"
"9114","Pop Up Market at San Antonio College","Alamo Colleges District","78212"
"9142","Pop Up Market at St Philip's College","Alamo Colleges District","78203"
"15250","Project Access","Alamo Colleges District","78224"
"11854","SAC Office of Technology","Alamo Colleges District","78212"
"9111","The Nighthawk's Nest Advocacy Center","Alamo Colleges District","78148"
"955","Victory Center at San Antonio College","Alamo Colleges District","78212"
"9445","Westside Education & Training Center","Alamo Colleges District","78237"
"13737","Spiritual Services","Alamo Community Church","78253"
"1047","Affordable Housing—Thompson Place","Alamo Community Group","78226"
"16318","Babcock North Apartments","Alamo Community Group","78249"
"1021","Babcock North Fourplexes","Alamo Community Group","78249"
"11026","Calcasieu Apartments","Alamo Community Group","78205"
"11065","Castleridge Apartments","Alamo Community Group","78227"
"11101","Cypress Cove Apartments","Alamo Community Group","78238"
"11410","Museum Reach Lofts","Alamo Community Group","78215"
"1046","Springfield Manor Apartments","Alamo Community Group","78219"
"1034","The Meadows at Bentley Drive","Alamo Community Group","78218"
"16548","Volunteer & Support Opportunities","Alamo Community Group","78228"
"17245","Accessible Computers Program","Alamo Council of the Blind","78238"
"17242","Scholarship Program","Alamo Council of the Blind","78238"
"17241","Sensitivity Training for Drivers","Alamo Council of the Blind","78238"
"17243","Visually Impaired Children's Christmas Program","Alamo Council of the Blind","78238"
"17260","Captioning and Devices - Park North","Alamo Drafthouse Cinema","78216"
"17261","Captioning and Devices - Stone Oak","Alamo Drafthouse Cinema","78258"
